@relation 'Road Accident Data, nominal'
@attribute 'Accident Year'{'Year 2000', 'Year 2001', 'Year 2002', 'Year 2003', 'Year 2004', 'Year 2005'}
@attribute 'Road Class' {Motorway, 'A(M)', A, B, C, Unclassified}
@attribute 'Speed Limit' {20, 30, 40, 50, 60, 70}
@attribute 'Junction Detail' {'Not a junction', Roundabout, 'Mini-roundabout', 'T,Y or staggered road', 'Slip road', Crossroads, 'Multiple juncion', 'Private drive or entrance', Other}
@attribute 'Day/Night?' {Day, Night}
@attribute 'Light Condition' {'lights lit', 'lights unlit', 'no lighting', 'lighting unknown'}
@attribute 'Weather Condition' {Fine, Raining, Snowing, 'Fog or mist', Other, Unknown}
@attribute 'High winds?' {Yes, No, Unknown}
@attribute 'Casualty Class' {'Driver or rider', Passenger, Pedestrian}
@attribute 'Sex of Casualty' {Male, Female}
@attribute 'Age of Casualty' real
@attribute 'Severity of Casualty' {Fatal, Serious}

@data
'Year 2001',A,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Female,79,Serious
'Year 2001',A,30,'T,Y or staggered road',Night,'lights lit',Fine,No,'Driver or rider',Male,21,Serious
'Year 2001',A,60,'Not a junction',Day,'no lighting',Raining,Yes,'Driver or rider',Male,18,Serious
'Year 2001',B,30,'T,Y or staggered road',Day,'lights lit',Raining,No,Passenger,Female,79,Serious
'Year 2001',A,30,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,18,Fatal
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,41.0,Fatal
'Year 2001',Unclassified,30,'T,Y or staggered road',Night,'lights lit',Raining,No,Pedestrian,Male,51,Serious
'Year 2001',B,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Female,11,Serious
'Year 2001',B,30,'Private drive or entrance',Night,'lights lit',Raining,No,Pedestrian,Male,16,Serious
'Year 2001',A,30,Crossroads,Night,'lights lit',Fine,No,Passenger,Female,14,Serious
'Year 2001',A,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Passenger,Male,36,Fatal
'Year 2001',B,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Pedestrian,Female,83,Serious
'Year 2001',B,30,Roundabout,Night,'lights lit',Fine,No,'Driver or rider',Female,37.0,Serious
'Year 2001',B,40,Roundabout,Day,'lights lit',Raining,Yes,'Driver or rider',Male,30,Serious
'Year 2001',B,30,Crossroads,Night,'lights lit',Raining,No,'Driver or rider',Male,39,Serious
'Year 2001',B,60,'T,Y or staggered road',Night,'no lighting',Other,Unknown,Passenger,Male,19,Serious
'Year 2001',Unclassified,30,Crossroads,Day,'lights lit',Fine,No,'Driver or rider',Male,62,Serious
'Year 2001',B,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Female,77,Serious
'Year 2001',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,Passenger,Male,26,Serious
'Year 2001',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,30,Serious
'Year 2001',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,36,Serious
'Year 2001',B,30,'Not a junction',Day,'no lighting',Fine,No,Pedestrian,Male,23,Serious
'Year 2001',B,30,'T,Y or staggered road',Day,'lights lit',Raining,No,Pedestrian,Male,14,Serious
'Year 2001',B,30,Crossroads,Day,'lights lit',Fine,Yes,Pedestrian,Male,40,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Female,5,Serious
'Year 2001',A,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Pedestrian,Male,24,Serious
'Year 2001',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Pedestrian,Male,3,Serious
'Year 2001',B,60,Roundabout,Day,'lights lit',Fine,No,Pedestrian,Male,56,Serious
'Year 2001',A,30,'T,Y or staggered road',Night,'lights lit',Raining,No,Pedestrian,Male,62,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Male,29,Serious
'Year 2001',B,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Male,77,Serious
'Year 2001',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Pedestrian,Female,6,Serious
'Year 2001',B,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Pedestrian,Male,47,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,43,Serious
'Year 2001',A,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Pedestrian,Male,13,Serious
'Year 2001',A,30,Other,Night,'lights lit',Fine,No,Pedestrian,Male,60,Serious
'Year 2001',A,30,'T,Y or staggered road',Day,'lights lit',Raining,No,'Driver or rider',Male,21,Serious
'Year 2001',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Pedestrian,Female,70,Serious
'Year 2001',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Male,20.0,Serious
'Year 2001',Unclassified,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,71,Serious
'Year 2001',B,30,'Not a junction',Night,'lights lit',Fine,No,Passenger,Male,22.0,Serious
'Year 2001',B,30,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,26,Serious
'Year 2001',A,30,Crossroads,Night,'lights lit',Raining,No,Pedestrian,Male,52.0,Serious
'Year 2001',B,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,30,Serious
'Year 2001',A,30,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,52.0,Serious
'Year 2001',A,30,Crossroads,Day,'lights lit',Fine,Yes,Pedestrian,Male,57,Serious
'Year 2001',Unclassified,30,Crossroads,Day,'lights lit',Fine,No,'Driver or rider',Male,18,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,Passenger,Male,2,Serious
'Year 2001',A,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Pedestrian,Male,54,Serious
'Year 2001',Unclassified,30,'T,Y or staggered road',Night,'lights lit',Raining,Yes,Pedestrian,Female,12,Serious
'Year 2001',Unclassified,30,Other,Day,'lights lit',Fine,No,Pedestrian,Male,9.0,Serious
'Year 2001',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Male,50,Serious
'Year 2001',A,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Passenger,Male,27,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,42,Serious
'Year 2001',A,30,Crossroads,Day,'lights lit',Fine,No,Pedestrian,Female,40,Serious
'Year 2001',A,30,Crossroads,Day,'lights lit',Fine,No,'Driver or rider',Male,37.0,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Male,19,Serious
'Year 2001',Unclassified,30,Crossroads,Day,'lights lit',Snowing,No,'Driver or rider',Male,21,Serious
'Year 2001',A,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Pedestrian,Male,8,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Female,83,Serious
'Year 2001',A,30,'T,Y or staggered road',Night,'lights lit',Raining,No,'Driver or rider',Female,42,Serious
'Year 2001',A,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Female,19,Serious
'Year 2001',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Pedestrian,Male,10,Serious
'Year 2001',A,30,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Male,57,Serious
'Year 2001',A,30,Crossroads,Day,'lights lit',Fine,No,Passenger,Female,23,Serious
'Year 2001',Motorway,50,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,20.0,Serious
'Year 2001',A,30,'Not a junction',Day,'lights lit',Other,Unknown,Pedestrian,Male,56,Fatal
'Year 2001',Unclassified,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Pedestrian,Female,36,Fatal
'Year 2001',A,30,'Not a junction',Night,'lights lit',Raining,No,Passenger,Female,17,Fatal
'Year 2001',A,30,'Not a junction',Night,'lights lit',Raining,No,Passenger,Female,18,Serious
'Year 2001',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Male,11,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,30,Fatal
'Year 2001',Unclassified,30,Other,Night,'lights lit',Fine,No,'Driver or rider',Male,33,Serious
'Year 2001',Unclassified,30,Other,Night,'lights lit',Fine,No,'Driver or rider',Male,38.0,Serious
'Year 2001',Unclassified,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Pedestrian,Female,34,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'no lighting',Raining,No,Pedestrian,Male,12,Serious
'Year 2001',A,60,'Not a junction',Day,'lights lit',Fine,Yes,'Driver or rider',Female,29,Serious
'Year 2001',Unclassified,30,Other,Day,'no lighting',Fine,No,Passenger,Female,72,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,Passenger,Female,2,Serious
'Year 2001',A,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Male,19,Serious
'Year 2001',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Female,8,Serious
'Year 2001',A,40,Roundabout,Day,'lights lit',Fine,No,'Driver or rider',Female,22.0,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,Passenger,Female,30,Serious
'Year 2001',C,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Passenger,Female,37.0,Serious
'Year 2001',B,30,'T,Y or staggered road',Night,'lights lit',Fine,No,'Driver or rider',Male,23,Serious
'Year 2001',Unclassified,30,'Not a junction',Night,'lights lit',Raining,No,'Driver or rider',Male,16,Serious
'Year 2001',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,42,Serious
'Year 2001',B,30,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Male,39,Serious
'Year 2001',B,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Passenger,Male,19,Serious
'Year 2001',B,30,'T,Y or staggered road',Night,'lights lit',Fine,No,'Driver or rider',Male,35,Serious
'Year 2001',A,30,Crossroads,Day,'lights lit',Fine,No,'Driver or rider',Male,48,Serious
'Year 2001',A,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,61.0,Serious
'Year 2001',C,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Female,15,Serious
'Year 2001',C,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Pedestrian,Female,23,Serious
'Year 2001',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,Passenger,Male,30,Serious
'Year 2001',A,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Male,13,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,13,Serious
'Year 2001',B,60,Other,Night,'no lighting',Raining,No,Passenger,Male,23,Serious
'Year 2001',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,32,Serious
'Year 2001',C,60,'Not a junction',Night,'no lighting',Fine,No,Pedestrian,Female,28,Serious
'Year 2001',C,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Male,7,Serious
'Year 2001',B,60,'T,Y or staggered road',Night,'no lighting',Other,Unknown,'Driver or rider',Female,51,Serious
'Year 2001',C,30,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,73,Serious
'Year 2001',A,30,Crossroads,Day,'lights lit',Fine,No,Pedestrian,Female,72,Serious
'Year 2001',B,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Female,56,Serious
'Year 2001',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,Passenger,Male,20.0,Serious
'Year 2001',A,30,'Not a junction',Night,'lights lit',Raining,No,'Driver or rider',Male,17,Serious
'Year 2001',A,70,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Female,24,Serious
'Year 2001',B,60,'Not a junction',Night,'no lighting',Fine,No,Passenger,Male,19,Serious
'Year 2001',B,60,'Not a junction',Night,'no lighting',Fine,No,Passenger,Male,18,Serious
'Year 2001',B,60,'Not a junction',Night,'no lighting',Fine,No,Passenger,Female,18,Serious
'Year 2001',B,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Female,18,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Raining,No,'Driver or rider',Male,36,Serious
'Year 2001',A,30,'T,Y or staggered road',Night,'lights lit',Raining,No,'Driver or rider',Male,19,Serious
'Year 2001',Motorway,70,'Not a junction',Night,'no lighting',Fine,No,Pedestrian,Female,30,Serious
'Year 2001',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Pedestrian,Male,15,Serious
'Year 2001',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,Passenger,Male,20.0,Serious
'Year 2001',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,Passenger,Female,18,Serious
'Year 2001',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,19,Serious
'Year 2001',A,30,Crossroads,Day,'lights lit',Fine,No,Pedestrian,Male,12,Serious
'Year 2001',Motorway,50,'Slip road',Day,'lights lit',Fine,No,'Driver or rider',Female,34,Serious
'Year 2001',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Raining,No,Pedestrian,Male,38.0,Serious
'Year 2001',Motorway,70,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,50,Serious
'Year 2001',Motorway,70,'T,Y or staggered road',Night,'lights lit',Raining,No,Passenger,Male,63,Serious
'Year 2001',Motorway,70,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,43,Serious
'Year 2001',B,30,'Multiple juncion',Day,'lights lit',Fine,No,'Driver or rider',Male,19,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Raining,No,Pedestrian,Female,10,Serious
'Year 2001',Unclassified,30,'Not a junction',Night,'lights lit',Fine,No,Pedestrian,Male,15,Serious
'Year 2001',B,30,'T,Y or staggered road',Night,'lights lit',Raining,No,Passenger,Female,75,Serious
'Year 2001',B,30,'T,Y or staggered road',Night,'lights lit',Raining,No,'Driver or rider',Male,69,Serious
'Year 2001',Unclassified,30,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Male,79,Serious
'Year 2001',Unclassified,30,'T,Y or staggered road',Day,'no lighting',Fine,No,Passenger,Female,34,Serious
'Year 2001',B,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,29,Serious
'Year 2001',A,60,'Not a junction',Day,'no lighting',Raining,No,Passenger,Male,30,Serious
'Year 2001',A,30,'Not a junction',Night,'lights lit',Raining,No,Pedestrian,Male,60,Serious
'Year 2001',A,70,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Female,51,Serious
'Year 2001',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,23,Serious
'Year 2001',A,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,47,Serious
'Year 2001',A,70,'Slip road',Day,'lights lit',Fine,No,'Driver or rider',Male,28,Serious
'Year 2001',A,40,Roundabout,Night,'lights unlit',Raining,No,Passenger,Male,32,Serious
'Year 2001',B,30,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,19,Serious
'Year 2001',B,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Male,48,Serious
'Year 2001',B,60,'Not a junction',Day,'no lighting',Raining,No,Passenger,Female,44,Serious
'Year 2001',B,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Male,61.0,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'no lighting',Fine,No,Pedestrian,Female,3,Serious
'Year 2001',A,40,'T,Y or staggered road',Day,'lights lit',Fine,No,Pedestrian,Male,25,Serious
'Year 2001',A,60,'Private drive or entrance',Night,'lights lit',Fine,No,'Driver or rider',Male,20.0,Serious
'Year 2001',Unclassified,30,Crossroads,Day,'lights lit',Fine,No,Pedestrian,Male,14,Serious
'Year 2001',A,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,52.0,Serious
'Year 2001',Unclassified,30,Crossroads,Day,'lights lit',Other,Unknown,Passenger,Male,5,Serious
'Year 2001',Unclassified,30,Crossroads,Day,'lights lit',Other,Unknown,'Driver or rider',Male,32,Serious
'Year 2001',A,60,'Not a junction',Night,'lights lit',Fine,No,Passenger,Female,16,Serious
'Year 2001',A,60,'Not a junction',Night,'lights lit',Fine,No,Passenger,Female,16,Serious
'Year 2001',A,60,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,19,Serious
'Year 2001',A,60,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Female,36,Serious
'Year 2001',B,30,'T,Y or staggered road',Day,'lights lit',Raining,No,'Driver or rider',Female,20.0,Serious
'Year 2001',A,60,'Not a junction',Day,'no lighting',Raining,No,'Driver or rider',Male,25,Serious
'Year 2001',Unclassified,30,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Female,15,Serious
'Year 2001',A,60,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,60,Serious
'Year 2001',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,34,Serious
'Year 2001',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,64,Serious
'Year 2001',B,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Male,36,Serious
'Year 2001',B,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Female,39,Serious
'Year 2001',A,60,Other,Day,'no lighting',Fine,No,Passenger,Male,31,Serious
'Year 2001',A,60,'Not a junction',Night,'no lighting',Raining,No,Passenger,Male,17,Serious
'Year 2001',A,60,'Not a junction',Night,'no lighting',Raining,No,'Driver or rider',Male,31,Serious
'Year 2001',B,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Female,21,Serious
'Year 2001',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,39,Serious
'Year 2001',A,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Pedestrian,Male,11,Serious
'Year 2001',Unclassified,30,Crossroads,Day,'no lighting',Fine,No,'Driver or rider',Male,45,Serious
'Year 2001',B,30,'Mini-roundabout',Day,'lights lit',Raining,No,Passenger,Male,18,Serious
'Year 2001',A,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Female,7,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Female,30,Serious
'Year 2001',A,30,Roundabout,Day,'lights lit',Fine,No,'Driver or rider',Male,38.0,Serious
'Year 2001',A,30,'Not a junction',Day,'lights lit',Other,Unknown,Pedestrian,Female,80,Serious
'Year 2001',A,40,'Not a junction',Night,'no lighting',Fine,No,'Driver or rider',Male,26,Serious
'Year 2001',Motorway,60,'Private drive or entrance',Day,'no lighting',Fine,No,'Driver or rider',Female,34,Serious
'Year 2001',A,40,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Male,37.0,Serious
'Year 2001',A,30,'T,Y or staggered road',Night,'lights lit',Fine,No,Pedestrian,Male,38.0,Serious
'Year 2001',A,30,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Female,36,Serious
'Year 2001',A,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Male,14,Serious
'Year 2001',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,26,Serious
'Year 2001',A,60,'Not a junction',Day,'no lighting',Fine,No,Passenger,Female,24,Serious
'Year 2001',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,24,Serious
'Year 2001',A,70,'Not a junction',Night,'lights lit',Fine,No,'Driver or rider',Male,55,Serious
'Year 2001',A,40,Roundabout,Day,'lights lit',Fine,No,'Driver or rider',Male,47,Serious
'Year 2001',Motorway,70,'Not a junction',Day,'lights lit',Fine,No,'Driver or rider',Male,79,Serious
'Year 2001',Unclassified,30,'T,Y or staggered road',Night,'lights lit',Raining,No,'Driver or rider',Male,55,Fatal
'Year 2001',A,60,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Male,36,Serious
'Year 2001',A,60,'T,Y or staggered road',Day,'no lighting',Fine,No,Passenger,Male,20.0,Fatal
'Year 2001',A,60,'T,Y or staggered road',Day,'no lighting',Fine,No,'Driver or rider',Male,19,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Male,18,Serious
'Year 2001',A,60,'T,Y or staggered road',Day,'lights lit',Fine,No,'Driver or rider',Male,22.0,Serious
'Year 2001',B,30,Crossroads,Day,'lights lit',Fine,No,'Driver or rider',Male,46,Serious
'Year 2001',Unclassified,30,Crossroads,Night,'lights lit',Fine,No,'Driver or rider',Male,27,Fatal
'Year 2001',Unclassified,30,Crossroads,Night,'lights lit',Fine,No,Passenger,Female,20.0,Serious
'Year 2001',Motorway,70,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,26,Serious
'Year 2001',B,30,'Not a junction',Night,'lights lit',Raining,No,Pedestrian,Male,18,Serious
'Year 2001',A,60,'Not a junction',Day,'no lighting',Fine,No,'Driver or rider',Male,39,Serious
'Year 2001',A,30,'T,Y or staggered road',Day,'lights lit',Fine,No,Pedestrian,Male,6,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Female,74,Serious
'Year 2001',A,30,'Not a junction',Night,'lights lit',Raining,No,Pedestrian,Male,17,Serious
'Year 2001',Unclassified,30,Crossroads,Day,'lights lit',Fine,No,Pedestrian,Female,15,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Male,30,Serious
'Year 2001',Unclassified,30,'Not a junction',Day,'lights lit',Fine,No,Pedestrian,Female,85,Serious
'Year 2001',A,40,'Not a junction',Day,'lights lit',Raining,No,Pedestrian,Female,71,Serious
'Year 2001',A,70,'T,Y or staggered road',Day,'no lighting',Fine,No,Passenger,Female,81,Serious
